ID,NAME,ADDRESS,CITY,STATE,ZIP,FIPS,CBSA 2015,CBSA 2017,CBSA 2018,RUCA Code,FORHP Rural/Urban 2018,SPECIAL PAYMENT,PHONE NUMBER,"CERTIFIED BEDS, POS","TOTAL BEDS, POS","BEDS, PSF","ACUTE BEDS, HCRIS"
141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,200 STAHLHUT DRIVE,LINCOLN,IL,62656,17107,Micro,Micro,Micro,4.0,Rural,CAH,2177322161,15,15,.,25
141323,MASSAC MEMORIAL HOSPITAL,"28 CHICK STREET, PO BOX 850",METROPOLIS,IL,62960,17127,Micro,Micro,Micro,5.0,Rural,CAH,6185242176,25,25,.,25
141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,1201 PINE STREET,ELDORADO,IL,62930,17165,Neither,Neither,Neither,7.0,Rural,CAH,6182733361,25,25,.,25
141325,OSF SAINT LUKES MEDICAL CENTER,1051 WEST SOUTH STREET,KEWANEE,IL,61443,17073,Metro,Metro,Metro,4.0,Rural,CAH,3098533361,25,25,.,25
141326,HAMILTON MEMORIAL HOSPITAL DISTRICT,611 S MARSHALL AVENUE,MCLEANSBORO,IL,62859,17065,Neither,Neither,Neither,7.0,Rural,CAH,6186432361,25,25,.,25
141327,WABASH GENERAL HOSPITAL 1,1418 COLLEGE DRIVE,MOUNT CARMEL,IL,62863,17185,Neither,Neither,Neither,7.0,Rural,CAH,6182628621,25,25,.,25
141328,HARDIN COUNTY GENERAL HOSPITAL,FERRELL ROAD,ROSICLARE,IL,62982,17069,Neither,Neither,Neither,8.0,Rural,CAH,6182856634,25,25,.,25
141329,MORRISON COMMUNITY HOSPITAL,303 N JACKSON STREET,MORRISON,IL,61270,17195,Micro,Micro,Micro,7.0,Rural,CAH,8157724003,25,25,.,25
141330,HOPEDALE HOSPITAL,107 TREMONT STREET,HOPEDALE,IL,61747,17179,Metro,Metro,Metro,3.0,Urban,CAH,3094494296,25,25,.,25
141331,MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,DU QUOIN,IL,62832,17145,Neither,Neither,Neither,7.0,Rural,CAH,6185422146,25,25,.,25
141332,HILLSBORO AREA HOSPITAL,1200 E TREMONT STREET,HILLSBORO,IL,62049,17135,Neither,Neither,Neither,7.0,Rural,CAH,2175326111,25,25,.,25
141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,238 SOUTH CONGRESS STREET,RUSHVILLE,IL,62681,17169,Neither,Neither,Neither,7.0,Rural,CAH,2173224321,22,22,.,22
141334,ST JOSEPH MEMORIAL HOSPITAL,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,62966,17077,Metro,Metro,Metro,2.0,Urban,CAH,6186843156,25,25,.,25
141335,MERCY HARVARD HOSPITAL,901 S GRANT STREET,HARVARD,IL,60033,17111,Metro,Metro,Metro,7.0,Rural,CAH,8159435431,25,25,.,13
141336,ST JOSEPH'S HOSPITAL,12866 TROXLER AVENUE,HIGHLAND,IL,62249,17119,Metro,Metro,Metro,4.1,Rural,CAH,6186512600,25,25,.,25
141337,PERRY MEMORIAL HOSPITAL,530 PARK AVENUE EAST,PRINCETON,IL,61356,17011,Micro,Micro,Micro,7.0,Rural,CAH,8158752811,25,25,.,25
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,17157,Neither,Neither,Neither,7.0,Rural,CAH,6188264581,61,61,.,25
141339,TAYLORVILLE MEMORIAL HOSPITAL,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,17021,Micro,Micro,Micro,4.0,Rural,CAH,2178243331,25,25,.,25
141340,VALLEY WEST COMMUNITY HOSPITAL,1301 NORTH MAIN STREET,SANDWICH,IL,60548,17037,Metro,Metro,Metro,1.0,Urban,CAH,8157868484,25,25,.,25
141341,PANA COMMUNITY HOSPITAL,101 E NINTH STREET,PANA,IL,62557,17021,Micro,Micro,Micro,7.0,Rural,CAH,2175622131,25,25,.,22
141342,UNION COUNTY HOSPITAL,517 NORTH MAIN STREET,ANNA,IL,62906,17181,Neither,Neither,Neither,7.0,Rural,CAH,6188334511,25,25,.,25
141343,CRAWFORD MEMORIAL HOSPITAL,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,17033,Neither,Neither,Neither,7.0,Rural,CAH,6185443131,25,25,.,25
141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,2200 STATE ST,LAWRENCEVILLE,IL,62439,17101,Neither,Neither,Neither,7.0,Rural,CAH,6189431000,25,25,.,25
141345,SALEM TOWNSHIP HOSPITAL,1201 RICKER DRIVE,SALEM,IL,62881,17121,Micro,Micro,Micro,7.0,Rural,CAH,6185483194,25,25,.,25
141346,FAYETTE COUNTY HOSPITAL,7TH AND TAYLOR,VANDALIA,IL,62471,17051,Neither,Neither,Neither,7.0,Rural,CAH,6182831231,25,25,.,29
141347,CARLINVILLE AREA HOSPITAL,20733 N BROAD STREET,CARLINVILLE,IL,62626,17117,Metro,Metro,Metro,7.0,Rural,CAH,2178543141,25,25,.,25
141348,RED BUD REGIONAL HOSPITAL,325 SPRING STREET,RED BUD,IL,62278,17157,Neither,Neither,Neither,7.0,Rural,CAH,6182823831,25,25,.,25
141349,SPARTA COMMUNITY HOSPITAL,818 E BROADWAY,SPARTA,IL,62286,17157,Neither,Neither,Neither,7.0,Rural,CAH,6184432177,25,25,.,25
141350,ST FRANCIS HOSPITAL,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,17135,Neither,Neither,Neither,7.0,Rural,CAH,2173242191,25,25,.,25
141351,CLAY COUNTY HOSPITAL,911 STACY BURK DRIVE,FLORA,IL,62839,17025,Neither,Neither,Neither,7.0,Rural,CAH,6186622131,18,18,.,22
150001,JOHNSON MEMORIAL HOSPITAL,1125 W JEFFERSON ST,FRANKLIN,IN,46131,18081,Metro,Metro,Metro,1.0,Urban,NONE,3177363300,125,125,81,83
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,18089,Metro,Metro,Metro,1.0,Urban,NONE,2198864000,536,536,394,456
150004,FRANCISCAN HEALTH HAMMOND,5454 HOHMAN AVE,HAMMOND,IN,46320,18089,Metro,Metro,Metro,1.0,Urban,NONE,2199322300,215,215,174,180
150005,HENDRICKS REGIONAL HEALTH,1000 E MAIN ST,DANVILLE,IN,46122,18063,Metro,Metro,Metro,1.0,Urban,NONE,3177454451,160,160,121,133
150006,LA PORTE HOSPITAL,1007 LINCOLNWAY,LA PORTE,IN,46350,18091,Metro,Metro,Metro,1.0,Urban,RRC,2193261234,172,227,125,129
150007,COMMUNITY HOWARD REGIONAL HEALTH INC,3500 S LAFOUNTAIN ST,KOKOMO,IN,46902,18067,Metro,Metro,Metro,1.0,Urban,NONE,7657768000,162,162,105,110
150008,ST CATHERINE HOSPITAL INC,4321 FIR ST,EAST CHICAGO,IN,46312,18089,Metro,Metro,Metro,1.0,Urban,NONE,2193927004,189,189,146,165
150009,CLARK MEMORIAL HEALTH,1220 MISSOURI AVE,JEFFERSONVILLE,IN,47130,18019,Metro,Metro,Metro,1.0,Urban,NONE,8122832147,241,241,139,169
150010,ST VINCENT KOKOMO,1907 W SYCAMORE ST,KOKOMO,IN,46904,18067,Metro,Metro,Metro,1.0,Urban,NONE,7654525611,167,167,104,99
150011,MARION GENERAL HOSPITAL,441 N WABASH AVE,MARION,IN,46952,18053,Micro,Micro,Micro,4.0,Rural,SCH/RRC,7656606000,99,99,91,99
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,IN,46545,18141,Metro,Metro,Metro,1.0,Urban,NONE,5743355000,301,301,240,253
150015,FRANCISCAN HEALTH MICHIGAN CITY,3500 FRANCISCAN WAY,MICHIGAN CITY,IN,46360,18091,Metro,Metro,Metro,1.0,Urban,RRC,2198798511,310,310,138,149
150017,LUTHERAN HOSPITAL OF INDIANA,7950 W JEFFERSON BLVD,FORT WAYNE,IN,46804,18003,Metro,Metro,Metro,1.0,Urban,NONE,2604357001,396,396,395,396
150018,ELKHART GENERAL HOSPITAL,600 E BLVD,ELKHART,IN,46514,18039,Metro,Metro,Metro,1.0,Urban,NONE,5742942621,297,297,183,200
150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,IN,46845,18003,Metro,Metro,Metro,1.0,Urban,RRC,2602661000,600,600,506,566
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,1710 LAFAYETTE RD,CRAWFORDSVILLE,IN,47933,18107,Micro,Micro,Micro,4.0,Rural,MDH,7653622800,103,103,26,29
150023,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN,47804,18167,Metro,Metro,Metro,1.0,Urban,RRC,8122387606,318,318,205,233
150024,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,IN,46202,18097,Metro,Metro,Metro,1.0,Urban,NONE,3178804818,343,343,305,316
150026,GOSHEN GENERAL HOSPITAL,200 HIGH PARK AVE,GOSHEN,IN,46526,18039,Metro,Metro,Metro,1.0,Urban,NONE,5743641000,123,123,115,122
150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,IN,47362,18065,Micro,Micro,Micro,4.0,Rural,MDH,7655210890,90,90,45,48
150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,46342,18089,Metro,Metro,Metro,1.0,Urban,NONE,2199420551,176,176,168,180
150035,PORTER REGIONAL HOSPITAL,85 EAST US HWY 6,VALPARAISO,IN,46383,18127,Metro,Metro,Metro,1.0,Urban,RRC,2199838300,301,301,227,238
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,GREENFIELD,IN,46140,18059,Metro,Metro,Metro,1.0,Urban,NONE,3174625544,69,69,55,61
150042,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,IN,47591,18083,Micro,Micro,Micro,4.0,Rural,RRC,8128825220,165,165,113,99
150044,BAPTIST HEALTH FLOYD,1850 STATE ST,NEW ALBANY,IN,47150,18043,Metro,Metro,Metro,1.0,Urban,NONE,8129447701,225,225,193,211
150045,PARKVIEW DEKALB HOSPITAL,1316 E SEVENTH ST,AUBURN,IN,46706,18033,Micro,Micro,Micro,4.0,Rural,NONE,2609254600,45,45,33,37
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,IN,47802,18167,Metro,Metro,Metro,1.0,Urban,NONE,8122320021,278,278,152,164
150047,ST JOSEPH HOSPITAL,700 BROADWAY,FORT WAYNE,IN,46802,18003,Metro,Metro,Metro,1.0,Urban,NONE,2604253000,170,191,101,82
150048,REID HEALTH,1100 REID PKWY,RICHMOND,IN,47374,18177,Micro,Micro,Micro,4.0,Rural,SCH/RRC,7659833000,223,223,152,163
150051,IU HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,BLOOMINGTON,IN,47403,18105,Metro,Metro,Metro,1.0,Urban,RRC,8123539555,297,297,244,254
150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,18097,Metro,Metro,Metro,1.0,Urban,NONE,3179625900,1733,1733,1197,1226
150057,FRANCISCAN HEALTH MOORESVILLE,1201 HADLEY RD,MOORESVILLE,IN,46158,18109,Metro,Metro,Metro,1.0,Urban,NONE,3178311160,82,82,80,83
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,46601,18141,Metro,Metro,Metro,1.0,Urban,NONE,5746471000,463,463,361,391
150059,RIVERVIEW HEALTH,395 WESTFIELD RD,NOBLESVILLE,IN,46060,18057,Metro,Metro,Metro,1.0,Urban,NONE,3177730760,162,162,100,105
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,WASHINGTON,IN,47501,18027,Micro,Micro,Micro,4.0,Rural,NONE,8122542760,80,80,37,42
150064,FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE,CONNERSVILLE,IN,47331,18041,Micro,Micro,Micro,4.0,Rural,NONE,7658255131,105,105,44,45
150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,IN,47274,18071,Micro,Micro,Micro,4.0,Rural,NONE,8125222349,93,93,85,91
150069,KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,IN,47250,18077,Micro,Micro,Micro,4.0,Rural,SCH/RRC,8128010105,86,86,81,88
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,18017,Micro,Micro,Micro,4.0,Rural,SCH,5747537541,83,83,80,44
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,46219,18097,Metro,Metro,Metro,1.0,Urban,NONE,3173555411,263,263,289,305
150075,BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,BLUFFTON,IN,46714,18179,Metro,Metro,Neither,7.0,Rural,RRC,2608243210,50,79,60,62
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,IN,46563,18099,Micro,Micro,Micro,4.0,Rural,NONE,5749484000,58,58,41,45
150082,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,IN,47747,18163,Metro,Metro,Metro,1.0,Urban,NONE,8124505000,558,558,442,531
150084,ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST,INDIANAPOLIS,IN,46260,18097,Metro,Metro,Metro,1.0,Urban,NONE,3173387000,779,779,733,745
150086,HIGHPOINT HEALTH,600 WILSON CREEK RD,LAWRENCEBURG,IN,47025,18029,Metro,Metro,Metro,4.1,Rural,NONE,8125371010,78,78,82,86
150088,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,2015 JACKSON ST,ANDERSON,IN,46016,18095,Metro,Metro,Metro,1.0,Urban,NONE,7656468373,195,195,114,261
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,IN,47303,18035,Metro,Metro,Metro,1.0,Urban,RRC,7657473111,379,379,308,320
150090,FRANCISCAN HEALTH DYER,24 JOLIET ST,DYER,IN,46311,18089,Metro,Metro,Metro,1.0,Urban,NONE,2198652141,198,198,119,140
150091,PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,HUNTINGTON,IN,46750,18069,Micro,Micro,Micro,4.0,Rural,NONE,2603553000,36,36,33,36
150097,MAJOR HOSPITAL,2451 INTELLIPLEX DR,SHELBYVILLE,IN,46176,18145,Metro,Metro,Metro,2.0,Urban,NONE,3173923211,51,51,44,46
150100,ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,EVANSVILLE,IN,47750,18163,Metro,Metro,Metro,1.0,Urban,NONE,8124854000,414,414,385,405
150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,COLUMBIA CITY,IN,46725,18005,Metro,Metro,Metro,2.0,Urban,NONE,2602489301,30,30,26,30
150102,STARKE HOSPITAL,102 E CULVER RD,KNOX,IN,46534,18149,Neither,Neither,Neither,7.0,Rural,MDH,5747721102,53,53,52,15
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,IN,46052,18011,Metro,Metro,Metro,4.1,Rural,NONE,7654858000,52,52,65,68
150109,FRANCISCAN HEALTH LAFAYETTE,1701 S CREASY LN,LAFAYETTE,IN,47905,18157,Metro,Metro,Metro,1.0,Urban,NONE,7655024334,186,186,168,188
150112,COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST,COLUMBUS,IN,47201,18005,Metro,Metro,Metro,1.0,Urban,RRC,8123794441,160,160,205,211
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,IN,46011,18095,Metro,Metro,Metro,1.0,Urban,NONE,7652984242,137,137,133,139
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,IN,47546,18037,Micro,Micro,Micro,4.0,Rural,RRC,8129962345,93,123,104,111
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321,18089,Metro,Metro,Metro,1.0,Urban,NONE,2198361600,437,437,368,410
150126,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,18089,Metro,Metro,Metro,1.0,Urban,NONE,2197576100,208,208,206,214
150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,46227,18097,Metro,Metro,Metro,1.0,Urban,NONE,3178877000,127,127,156,169
150133,KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR,WARSAW,IN,46580,18085,Micro,Micro,Micro,4.0,Rural,RRC,5742673200,72,72,66,72
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,IN,46755,18113,Micro,Micro,Micro,4.0,Rural,MDH,2603478700,31,31,27,31
150149,WOMEN'S HOSPITAL THE,4199 GATEWAY BLVD,NEWBURGH,IN,47630,18173,Metro,Metro,Metro,1.0,Urban,NONE,8128424200,74,74,72,74
150150,DUPONT HOSPITAL LLC,2520 E DUPONT RD,FORT WAYNE,IN,46825,18003,Metro,Metro,Metro,1.0,Urban,NONE,2604163000,131,131,125,131
150153,ST VINCENT HEART CENTER OF INDIANA LLC,10580 N MERIDIAN ST,INDIANAPOLIS,IN,46290,18057,Metro,Metro,Metro,1.0,Urban,NONE,3175835000,107,107,103,107
150157,ST VINCENT CARMEL HOSPITAL INC,13500 N MERIDIAN ST,CARMEL,IN,46032,18057,Metro,Metro,Metro,1.0,Urban,NONE,3175827000,107,107,148,153
150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,IN,46123,18063,Metro,Metro,Metro,1.0,Urban,NONE,3172173000,127,127,118,127
150160,ORTHOINDY HOSPITAL,8400 NORTHWEST BLVD,INDIANAPOLIS,IN,46278,18097,Metro,Metro,Metro,1.0,Urban,NONE,3179561000,38,38,35,38
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,IN,46032,18057,Metro,Metro,Metro,1.0,Urban,NONE,3176882000,149,149,155,149
150162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,46237,18097,Metro,Metro,Metro,1.0,Urban,NONE,3175285000,385,385,409,441
150165,FRANCISCAN HEALTH MUNSTER,701 SUPERIOR AVE,MUNSTER,IN,46321,18089,Metro,Metro,Metro,1.0,Urban,NONE,2199224200,63,63,55,63
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,IN,46307,18089,Metro,Metro,Metro,1.0,Urban,NONE,2197562100,18,18,17,18
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,11130 PARKVIEW CIRCLE DR,FORT WAYNE,IN,46845,18003,Metro,Metro,Metro,1.0,Urban,NONE,2606724050,49,49,36,37
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,IN,46804,18003,Metro,Metro,Metro,1.0,Urban,NONE,2604352999,44,44,38,39
150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,46256,18097,Metro,Metro,Metro,1.0,Urban,NONE,3176215335,298,298,262,280
150172,PHYSICIANS' MEDICAL CENTER LLC,4023 REAS LN,NEW ALBANY,IN,47150,18043,Metro,Metro,Metro,1.0,Urban,NONE,8122067660,12,12,8,10
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,5165 MCCARTY LN,LAFAYETTE,IN,47905,18157,Metro,Metro,Metro,1.0,Urban,NONE,7654488000,191,191,170,185
150176,KENTUCKIANA MEDICAL CENTER LLC,4601 MEDICAL PLAZA WAY,CLARKSVILLE,IN,47129,18019,Metro,Metro,Metro,1.0,Urban,NONE,8122803300,42,42,45,46
150177,UNITY MEDICAL AND SURGICAL HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,IN,46545,18141,Metro,Metro,Metro,1.0,Urban,NONE,5742316800,29,29,29,29
150179,FAIRBANKS,8102 CLEARVISTA PARKWAY,INDIANAPOLIS,IN,46256,18097,Metro,Metro,Metro,1.0,Urban,NONE,3178498222,62,62,86,86
150181,ST VINCENT FISHERS HOSPITAL INC,13861 OLIO ROAD,FISHERS,IN,46037,18057,Metro,Metro,Metro,1.0,Urban,NONE,3174159000,46,46,44,46
150183,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,IN,47403,18105,Metro,Metro,Metro,1.0,Urban,NONE,8128251111,32,32,32,32
150184,ST VINCENT NEIGHBORHOOD HOSPITAL,9613 EAST US HIGHWAY 36,AVON,IN,46123,18063,Metro,Metro,Metro,1.0,Urban,NONE,3177031999,8,8,40,.
151300,COMMUNITY HOSPITAL OF BREMEN INC,1020 HIGH RD,BREMEN,IN,46506,18099,Micro,Micro,Micro,7.0,Rural,CAH,5745462211,24,24,.,24
151301,ST VINCENT RANDOLPH HOSPITAL INC,473 E GREENVILLE AVE,WINCHESTER,IN,47394,18135,Neither,Neither,Neither,7.0,Rural,CAH,7655840004,25,25,.,25
151302,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,410 PILGRIM BLVD,HARTFORD CITY,IN,47348,18009,Neither,Neither,Neither,9.0,Rural,CAH,7653480300,15,15,.,15
151303,ST VINCENT JENNINGS HOSPITAL INC,301 HENRY ST,NORTH VERNON,IN,47265,18079,Micro,Micro,Micro,4.0,Rural,CAH,8123524200,19,19,.,25
151304,RUSH MEMORIAL HOSPITAL,1300 N MAIN ST,RUSHVILLE,IN,46173,18139,Neither,Neither,Neither,7.0,Rural,CAH,7659327513,25,25,.,25
151305,PULASKI MEMORIAL HOSPITAL,616 E 13TH ST,WINAMAC,IN,46996,18131,Neither,Neither,Neither,7.0,Rural,CAH,5749462100,25,25,.,25
151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,642 W HOSPITAL RD,PAOLI,IN,47454,18117,Neither,Neither,Neither,10.0,Rural,CAH,8127232811,25,25,.,24
151307,ST VINCENT WILLIAMSPORT HOSPITAL INC,412 N MONROE ST,WILLIAMSPORT,IN,47993,18171,Neither,Neither,Metro,7.1,Rural,CAH,7657624000,16,16,.,16
151308,ST VINCENT MERCY HOSPITAL,1331 S A ST,ELWOOD,IN,46036,18095,Metro,Metro,Metro,7.1,Rural,CAH,7655524743,25,25,.,25
151309,ST VINCENT CLAY HOSPITAL INC,1206 E NATIONAL AVE,BRAZIL,IN,47834,18021,Metro,Metro,Metro,1.0,Urban,CAH,8124422500,25,25,.,25
151310,"PARKVIEW WABASH HOSPITAL, INC",10 JOHN KISSINGER DRIVE,WABASH,IN,46992,18169,Micro,Micro,Micro,4.0,Rural,CAH,2605633131,25,50,.,18
151311,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,1000 S MAIN ST,TIPTON,IN,46072,18159,Neither,Neither,Neither,7.0,Rural,CAH,7656758500,25,25,.,25
151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,720 SOUTH SIXTH ST,MONTICELLO,IN,47960,18181,Neither,Neither,Neither,7.0,Rural,CAH,5745837111,25,25,.,25
151313,WOODLAWN HOSPITAL,1400 E 9TH ST,ROCHESTER,IN,46975,18049,Neither,Neither,Neither,7.0,Rural,CAH,5742233141,25,25,.,25
151314,ST VINCENT SALEM HOSPITAL INC,911 N SHELBY ST,SALEM,IN,47167,18175,Metro,Metro,Metro,7.0,Rural,CAH,8128835881,25,25,.,25
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,416 E MAUMEE ST,ANGOLA,IN,46703,18151,Micro,Micro,Micro,4.0,Rural,CAH,2606652141,25,25,.,25
151316,INDIANA UNIVERSITY HEALTH FRANKFORT INC,1300 S JACKSON ST,FRANKFORT,IN,46041,18023,Micro,Micro,Micro,4.0,Rural,CAH,7656563000,25,25,.,25
151317,GREENE COUNTY GENERAL HOSPITAL,1185 N 1000 W,LINTON,IN,47441,18107,Micro,Micro,Micro,2.0,Rural,CAH,8128472281,25,25,.,25
151318,DUKES MEMORIAL HOSPITAL,275 W 12TH ST,PERU,IN,46970,18103,Micro,Micro,Micro,4.0,Rural,CAH,7654728000,25,25,.,25
151319,GIBSON GENERAL HOSPITAL,1808 SHERMAN DR,PRINCETON,IN,47670,18051,Neither,Neither,Neither,7.0,Rural,CAH,8123853401,25,25,.,25
151320,IU HEALTH JAY,500 W VOTAW ST,PORTLAND,IN,47371,18075,Neither,Neither,Neither,7.0,Rural,CAH,2607267131,35,35,.,25
151322,PERRY COUNTY MEMORIAL HOSPITAL,8885 SR 237,TELL CITY,IN,47586,18123,Neither,Neither,Neither,7.0,Rural,CAH,8125477011,25,25,.,25
151323,PARKVIEW LAGRANGE HOSPITAL,207 N TOWNLINE RD,LAGRANGE,IN,46761,18087,Neither,Neither,Neither,7.0,Rural,CAH,2604639000,25,25,.,25
151324,"FRANCISCAN HEALTH RENSSELAER, INC",1104 E GRACE ST,RENSSELAER,IN,47978,18073,Metro,Metro,Metro,7.0,Rural,CAH,2198665141,25,46,.,25
151325,ST VINCENT WARRICK,1116 MILLIS AVE,BOONVILLE,IN,47601,18173,Metro,Metro,Metro,2.0,Urban,CAH,8128974800,35,35,.,25
151326,UNION HOSPITAL CLINTON,801 S MAIN ST,CLINTON,IN,47842,18165,Metro,Metro,Metro,2.0,Urban,CAH,7658321234,25,25,.,25
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,SULLIVAN,IN,47882,18153,Metro,Metro,Metro,7.1,Rural,CAH,8122684311,25,25,.,25
151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,2900 W 16TH ST,BEDFORD,IN,47421,18093,Micro,Micro,Micro,4.0,Rural,CAH,8122751200,25,25,.,25
151329,MARGARET MARY HEALTH,321 MITCHELL AVE,BATESVILLE,IN,47006,18047,Neither,Neither,Metro,7.0,Rural,CAH,8129346624,25,25,.,25
151330,ADAMS MEMORIAL HOSPITAL,1100 MERCER AVE,DECATUR,IN,46733,18001,Micro,Micro,Micro,4.0,Rural,CAH,2607242145,35,35,.,25
151331,HARRISON COUNTY HOSPITAL,1141 HOSPITAL DR NW,CORYDON,IN,47112,18061,Metro,Metro,Metro,7.1,Rural,CAH,8127384251,25,25,.,25
151332,DECATUR COUNTY MEMORIAL HOSPITAL,720 N LINCOLN ST,GREENSBURG,IN,47240,18031,Micro,Micro,Micro,4.0,Rural,CAH,8126634331,25,25,.,25
151333,PUTNAM COUNTY HOSPITAL,1542 S BLOOMINGTON ST,GREENCASTLE,IN,46135,18133,Metro,Metro,Metro,4.0,Rural,CAH,7653017300,25,25,.,25
151334,SCOTT MEMORIAL HEALTH,1451 N GARDNER ST,SCOTTSBURG,IN,47170,18143,Metro,Metro,Micro,4.0,Rural,CAH,8127523456,25,25,.,25
151335,ST VINCENT DUNN HOSPITAL INC,1600 23RD ST,BEDFORD,IN,47421,18093,Micro,Micro,Micro,4.0,Rural,CAH,8122761065,25,25,.,25
160001,UNITYPOINT HEALTH-MARSHALLTOWN,3 S 4TH AVE,MARSHALLTOWN,IA,50158,19127,Micro,Micro,Micro,4.0,Rural,SCH/RRC,6417545151,70,70,45,41
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,19027,Micro,Micro,Micro,7.0,Rural,SCH,7127923581,63,142,42,49
160008,UNITYPOINT HEALTH - KEOKUK,1600 MORGAN STREET,KEOKUK,IA,52632,19111,Micro,Micro,Micro,4.0,Rural,MDH,3195247150,71,71,48,49
